Borewell_ID,Year,Month,Day,Rainfall_mm,GW_Level_m,Prev_Day_GW,Prev_7Day_GW,temperature,latitude,longitude
borewell_1,2024,11,4,4.67,15.0,15.0,15.0,30.2,13.0827,80.2707
borewell_1,2024,11,5,9.57,15.0,15.0,15.0,25.2,13.0827,80.2707
borewell_1,2024,11,6,12.3,15.0,15.0,15.0,29.3,13.0827,80.2707
borewell_1,2024,11,7,6.33,15.0,15.0,15.0,27.5,13.0827,80.2707
borewell_1,2024,11,8,8.57,15.0,15.0,15.0,36.0,13.0827,80.2707
borewell_1,2024,11,9,13.05,15.0,15.0,15.0,29.5,13.0827,80.2707
borewell_1,2024,11,10,5.96,15.0,15.0,15.0,30.4,13.0827,80.2707
borewell_1,2024,11,11,2.77,15.0,15.0,15.0,31.7,13.0827,80.2707
borewell_1,2024,11,12,11.96,15.0,15.0,15.0,30.1,13.0827,80.2707
borewell_1,2024,11,13,4.71,15.0,15.0,15.0,35.1,13.0827,80.2707
borewell_1,2024,11,14,6.28,15.0,15.0,15.0,28.1,13.0827,80.2707
borewell_1,2024,11,15,10.29,15.0,15.0,15.0,30.6,13.0827,80.2707
borewell_1,2024,11,16,7.68,15.0,15.0,15.0,27.8,13.0827,80.2707
borewell_1,2024,11,17,9.34,15.0,15.0,15.0,26.0,13.0827,80.2707
borewell_1,2024,11,18,3.41,15.0,15.0,15.0,28.2,13.0827,80.2707
borewell_1,2024,11,19,2.24,15.0,15.0,15.0,29.9,13.0827,80.2707
borewell_1,2024,11,20,6.79,15.0,15.0,15.0,28.7,13.0827,80.2707
borewell_1,2024,11,21,9.67,15.0,15.0,15.0,27.9,13.0827,80.2707
borewell_1,2024,11,22,14.37,15.0,15.0,15.0,25.8,13.0827,80.2707
borewell_1,2024,11,23,8.19,15.0,15.0,15.0,29.8,13.0827,80.2707
borewell_1,2024,11,24,13.95,15.0,15.0,15.0,25.5,13.0827,80.2707
borewell_1,2024,11,25,11.73,15.0,15.0,15.0,32.3,13.0827,80.2707
borewell_1,2024,11,26,6.85,15.0,15.0,15.0,30.2,13.0827,80.2707
borewell_1,2024,11,27,11.8,15.0,15.0,15.0,25.6,13.0827,80.2707
borewell_1,2024,11,28,11.82,15.0,15.0,15.0,29.1,13.0827,80.2707
borewell_1,2024,11,29,2.23,15.0,15.0,15.0,27.7,13.0827,80.2707
borewell_1,2024,11,30,14.7,15.0,15.0,15.0,31.0,13.0827,80.2707
borewell_1,2024,12,1,1.95,14.999,15.0,15.0,34.0,13.0827,80.2707
borewell_1,2024,12,2,4.68,15.0,14.999,15.0,24.4,13.0827,80.2707
borewell_1,2024,12,3,3.23,15.0,15.0,15.0,30.3,13.0827,80.2707
borewell_1,2024,12,4,2.26,15.0,15.0,15.0,29.5,13.0827,80.2707
borewell_1,2024,12,5,1.83,14.995,15.0,15.0,32.0,13.0827,80.2707
borewell_1,2024,12,6,1.07,14.995,14.995,15.0,30.6,13.0827,80.2707
borewell_1,2024,12,7,3.49,15.0,14.995,15.0,27.7,13.0827,80.2707
borewell_1,2024,12,8,4.17,15.0,15.0,14.999,29.0,13.0827,80.2707
borewell_1,2024,12,9,1.45,15.0,15.0,15.0,27.6,13.0827,80.2707
borewell_1,2024,12,10,0.08,14.989,15.0,15.0,33.2,13.0827,80.2707
borewell_1,2024,12,11,2.99,15.0,14.989,15.0,30.1,13.0827,80.2707
borewell_1,2024,12,12,4.89,15.0,15.0,14.995,35.7,13.0827,80.2707
borewell_1,2024,12,13,2.53,15.0,15.0,14.995,29.8,13.0827,80.2707
borewell_1,2024,12,14,1.49,14.998,15.0,15.0,27.9,13.0827,80.2707
borewell_1,2024,12,15,2.04,15.0,14.998,15.0,25.5,13.0827,80.2707
borewell_1,2024,12,16,4.1,15.0,15.0,15.0,24.6,13.0827,80.2707
borewell_1,2024,12,17,0.78,14.982,15.0,14.989,25.2,13.0827,80.2707
borewell_1,2024,12,18,4.6,15.0,14.982,15.0,30.8,13.0827,80.2707
borewell_1,2024,12,19,0.38,14.99,15.0,15.0,31.5,13.0827,80.2707
borewell_1,2024,12,20,3.04,15.0,14.99,15.0,25.3,13.0827,80.2707
borewell_1,2024,12,21,0.86,14.997,15.0,14.998,32.7,13.0827,80.2707
borewell_1,2024,12,22,4.64,15.0,14.997,15.0,28.6,13.0827,80.2707
borewell_1,2024,12,23,3.61,15.0,15.0,15.0,30.4,13.0827,80.2707
borewell_1,2024,12,24,2.96,15.0,15.0,14.982,34.8,13.0827,80.2707
borewell_1,2024,12,25,2.83,15.0,15.0,15.0,32.7,13.0827,80.2707
borewell_1,2024,12,26,4.31,15.0,15.0,14.99,29.2,13.0827,80.2707
borewell_1,2024,12,27,2.48,14.995,15.0,15.0,27.3,13.0827,80.2707
borewell_1,2024,12,28,3.95,15.0,14.995,14.997,24.0,13.0827,80.2707
borewell_1,2024,12,29,0.35,14.978,15.0,15.0,27.8,13.0827,80.2707
borewell_1,2024,12,30,2.73,14.983,14.978,15.0,29.4,13.0827,80.2707
borewell_1,2024,12,31,0.14,14.967,14.983,15.0,27.0,13.0827,80.2707
borewell_2,2020,1,8,1.42,9.758,9.758,9.799,31.5,13.07264,80.2687
borewell_2,2020,1,9,0.98,9.783,9.758,9.799,29.6,13.07264,80.2687
borewell_2,2020,1,10,5.55,9.802,9.783,9.799,31.9,13.07264,80.2687
borewell_2,2020,1,11,2.65,9.891,9.802,9.799,34.6,13.07264,80.2687
borewell_2,2020,1,12,0.93,9.81,9.891,9.799,29.3,13.07264,80.2687
borewell_2,2020,1,13,5.59,9.792,9.81,9.799,29.3,13.07264,80.2687
borewell_2,2020,1,14,2.9,9.754,9.792,9.799,34.7,13.07264,80.2687
borewell_2,2020,1,15,3.41,9.997,9.754,9.833,32.3,13.07264,80.2687
borewell_2,2020,1,16,1.26,9.793,9.997,9.834,28.6,13.07264,80.2687
borewell_2,2020,1,17,1.82,9.781,9.793,9.831,31.6,13.07264,80.2687
borewell_2,2020,1,18,1.53,9.945,9.781,9.839,28.6,13.07264,80.2687
borewell_2,2020,1,19,3.68,9.913,9.945,9.854,28.6,13.07264,80.2687
borewell_2,2020,1,20,2.5,9.984,9.913,9.881,30.7,13.07264,80.2687
borewell_2,2020,1,21,2.81,9.959,9.984,9.91,24.3,13.07264,80.2687
borewell_2,2020,1,22,3.94,9.994,9.959,9.91,24.8,13.07264,80.2687
borewell_2,2020,1,23,2.35,9.97,9.994,9.935,28.3,13.07264,80.2687
borewell_2,2020,1,24,2.02,9.877,9.97,9.949,27.0,13.07264,80.2687
borewell_2,2020,1,25,0.9,9.981,9.877,9.954,30.9,13.07264,80.2687
borewell_2,2020,1,26,2.37,9.931,9.981,9.957,27.3,13.07264,80.2687
borewell_2,2020,1,27,2.89,9.919,9.931,9.947,25.8,13.07264,80.2687
borewell_2,2020,1,28,2.24,10.045,9.919,9.96,34.4,13.07264,80.2687
borewell_2,2020,1,29,0.4,9.997,10.045,9.96,29.3,13.07264,80.2687
borewell_2,2020,1,30,2.33,9.916,9.997,9.952,30.2,13.07264,80.2687
borewell_2,2020,1,31,4.0,10.065,9.916,9.979,25.7,13.07264,80.2687
borewell_2,2020,2,1,0.33,9.996,10.065,9.981,28.4,13.07264,80.2687
borewell_2,2020,2,2,2.44,9.928,9.996,9.981,30.3,13.07264,80.2687
borewell_2,2020,2,3,5.16,10.074,9.928,10.003,26.5,13.07264,80.2687
borewell_2,2020,2,4,4.77,10.189,10.074,10.023,31.1,13.07264,80.2687
borewell_2,2020,2,5,5.21,10.101,10.189,10.038,28.2,13.07264,80.2687
borewell_2,2020,2,6,1.8,10.051,10.101,10.058,29.1,13.07264,80.2687
borewell_2,2020,2,7,3.85,10.131,10.051,10.067,28.2,13.07264,80.2687
borewell_2,2020,2,8,0.65,10.154,10.131,10.09,35.6,13.07264,80.2687
borewell_2,2020,2,9,1.55,10.074,10.154,10.11,30.0,13.07264,80.2687
borewell_2,2020,2,10,0.69,10.111,10.074,10.116,26.8,13.07264,80.2687
borewell_2,2020,2,11,2.35,10.085,10.111,10.101,32.5,13.07264,80.2687
borewell_2,2020,2,12,3.48,10.157,10.085,10.109,26.3,13.07264,80.2687
borewell_2,2020,2,13,2.15,10.039,10.157,10.107,30.6,13.07264,80.2687
borewell_2,2020,2,14,5.23,10.244,10.039,10.123,24.1,13.07264,80.2687
borewell_2,2020,2,15,3.85,10.279,10.244,10.141,26.0,13.07264,80.2687
borewell_2,2020,2,16,0.19,10.178,10.279,10.156,30.6,13.07264,80.2687
borewell_2,2020,2,17,1.55,10.244,10.178,10.175,32.2,13.07264,80.2687
borewell_2,2020,2,18,3.24,10.177,10.244,10.188,30.5,13.07264,80.2687
borewell_2,2020,2,19,0.75,10.243,10.177,10.201,29.7,13.07264,80.2687
borewell_2,2020,2,20,0.4,10.217,10.243,10.226,29.1,13.07264,80.2687
borewell_2,2020,2,21,4.66,10.193,10.217,10.219,25.6,13.07264,80.2687
borewell_2,2020,2,22,2.73,10.272,10.193,10.218,27.8,13.07264,80.2687
borewell_2,2020,2,23,3.85,10.204,10.272,10.221,28.6,13.07264,80.2687
borewell_2,2020,2,24,0.03,10.27,10.204,10.225,33.2,13.07264,80.2687
borewell_2,2020,2,25,2.48,10.346,10.27,10.249,31.0,13.07264,80.2687
borewell_2,2020,2,26,2.37,10.309,10.346,10.259,24.7,13.07264,80.2687
borewell_2,2020,2,27,4.81,10.31,10.309,10.272,31.0,13.07264,80.2687
borewell_2,2020,2,28,0.66,10.197,10.31,10.272,28.8,13.07264,80.2687
borewell_2,2020,2,29,2.73,10.224,10.197,10.266,28.0,13.07264,80.2687
borewell_2,2020,3,1,1.09,10.265,10.224,10.274,31.8,13.07264,80.2687
borewell_2,2020,3,2,0.92,10.23,10.265,10.269,33.1,13.07264,80.2687
borewell_2,2020,3,3,3.79,10.287,10.23,10.26,32.8,13.07264,80.2687
borewell_2,2020,3,4,2.64,10.368,10.287,10.269,27.5,13.07264,80.2687
borewell_2,2020,3,5,4.1,10.293,10.368,10.266,29.1,13.07264,80.2687
borewell_2,2020,3,6,0.96,10.366,10.293,10.29,31.0,13.07264,80.2687
borewell_2,2020,3,7,4.45,10.377,10.366,10.312,32.9,13.07264,80.2687
borewell_2,2020,3,8,2.11,10.377,10.377,10.328,28.6,13.07264,80.2687
borewell_2,2020,3,9,4.14,10.369,10.377,10.348,29.4,13.07264,80.2687
borewell_2,2020,3,10,2.68,10.465,10.369,10.374,26.7,13.07264,80.2687
borewell_2,2020,3,11,2.78,10.437,10.465,10.383,26.4,13.07264,80.2687
borewell_2,2020,3,12,0.22,10.389,10.437,10.397,32.4,13.07264,80.2687
borewell_2,2020,3,13,3.53,10.378,10.389,10.399,34.1,13.07264,80.2687
borewell_2,2020,3,14,0.05,10.489,10.378,10.415,29.8,13.07264,80.2687
borewell_2,2020,3,15,0.3,10.464,10.489,10.427,33.0,13.07264,80.2687
borewell_2,2020,3,16,0.14,10.39,10.464,10.43,31.1,13.07264,80.2687
borewell_2,2020,3,17,4.09,10.546,10.39,10.442,28.1,13.07264,80.2687
borewell_2,2020,3,18,0.81,10.365,10.546,10.432,31.1,13.07264,80.2687
borewell_2,2020,3,19,3.65,10.512,10.365,10.449,34.6,13.07264,80.2687
borewell_2,2020,3,20,4.93,10.472,10.512,10.463,29.9,13.07264,80.2687
borewell_2,2020,3,21,0.06,10.424,10.472,10.454,34.7,13.07264,80.2687
borewell_2,2020,3,22,4.38,10.436,10.424,10.449,24.0,13.07264,80.2687
borewell_2,2020,3,23,4.47,10.472,10.436,10.461,32.5,13.07264,80.2687
borewell_2,2020,3,24,3.04,10.427,10.472,10.444,30.3,13.07264,80.2687
borewell_2,2020,3,25,0.12,10.452,10.427,10.457,29.1,13.07264,80.2687
borewell_2,2020,3,26,1.59,10.5,10.452,10.455,30.3,13.07264,80.2687
borewell_2,2020,3,27,4.0,10.56,10.5,10.467,24.0,13.07264,80.2687
borewell_2,2020,3,28,3.37,10.498,10.56,10.478,29.3,13.07264,80.2687
borewell_2,2020,3,29,2.17,10.527,10.498,10.491,31.1,13.07264,80.2687
borewell_2,2020,3,30,1.01,10.518,10.527,10.498,34.4,13.07264,80.2687
borewell_2,2020,3,31,2.48,10.408,10.518,10.495,28.4,13.07264,80.2687
borewell_2,2020,4,1,3.65,10.577,10.408,10.513,27.6,13.07264,80.2687
borewell_2,2020,4,2,1.01,10.41,10.577,10.5,28.5,13.07264,80.2687
borewell_2,2020,4,3,2.33,10.648,10.41,10.512,32.7,13.07264,80.2687
borewell_2,2020,4,4,4.83,10.432,10.648,10.503,31.0,13.07264,80.2687
borewell_2,2020,4,5,0.66,10.497,10.432,10.499,28.4,13.07264,80.2687
borewell_2,2020,4,6,1.02,10.489,10.497,10.494,31.5,13.07264,80.2687
borewell_2,2020,4,7,1.25,10.562,10.489,10.516,30.3,13.07264,80.2687
borewell_2,2020,4,8,4.86,10.551,10.562,10.513,32.9,13.07264,80.2687
borewell_2,2020,4,9,3.56,10.553,10.551,10.533,27.9,13.07264,80.2687
borewell_2,2020,4,10,4.64,10.559,10.553,10.52,29.0,13.07264,80.2687
borewell_2,2020,4,11,4.46,10.616,10.559,10.547,28.8,13.07264,80.2687
borewell_2,2020,4,12,2.92,10.646,10.616,10.568,25.6,13.07264,80.2687
borewell_2,2020,4,13,3.2,10.651,10.646,10.591,30.9,13.07264,80.2687
borewell_2,2020,4,14,3.88,10.623,10.651,10.6,30.8,13.07264,80.2687
borewell_2,2020,4,15,4.75,10.791,10.623,10.634,30.0,13.07264,80.2687
borewell_2,2020,4,16,2.33,10.734,10.791,10.66,29.3,13.07264,80.2687
borewell_2,2020,4,17,0.2,10.583,10.734,10.663,25.8,13.07264,80.2687
borewell_2,2020,4,18,4.39,10.691,10.583,10.674,28.7,13.07264,80.2687
borewell_2,2020,4,19,4.39,10.816,10.691,10.698,29.0,13.07264,80.2687
borewell_2,2020,4,20,1.9,10.797,10.816,10.719,27.6,13.07264,80.2687
borewell_2,2020,4,21,2.88,10.663,10.797,10.725,29.5,13.07264,80.2687
borewell_2,2020,4,22,4.94,10.787,10.663,10.724,31.2,13.07264,80.2687
borewell_2,2020,4,23,2.58,10.778,10.787,10.731,35.7,13.07264,80.2687
borewell_2,2020,4,24,3.81,10.813,10.778,10.763,30.5,13.07264,80.2687
borewell_2,2020,4,25,3.66,10.738,10.813,10.77,30.8,13.07264,80.2687
borewell_2,2020,4,26,3.62,10.953,10.738,10.79,29.8,13.07264,80.2687
borewell_2,2020,4,27,3.91,10.874,10.953,10.801,24.2,13.07264,80.2687
borewell_2,2020,4,28,1.26,10.883,10.874,10.832,29.9,13.07264,80.2687
borewell_2,2020,4,29,3.67,10.894,10.883,10.847,30.2,13.07264,80.2687
borewell_2,2020,4,30,5.05,10.769,10.894,10.846,36.0,13.07264,80.2687
borewell_2,2020,5,1,5.23,10.959,10.769,10.867,29.4,13.07264,80.2687
borewell_2,2020,5,2,0.57,10.877,10.959,10.887,30.9,13.07264,80.2687
borewell_2,2020,5,3,1.6,10.9,10.877,10.879,29.9,13.07264,80.2687
borewell_2,2020,5,4,2.84,10.774,10.9,10.865,26.5,13.07264,80.2687
borewell_2,2020,5,5,4.71,10.891,10.774,10.866,33.4,13.07264,80.2687
borewell_2,2020,5,6,3.48,10.801,10.891,10.853,32.3,13.07264,80.2687
borewell_2,2020,5,7,0.22,10.786,10.801,10.855,32.4,13.07264,80.2687
borewell_2,2020,5,8,2.89,10.898,10.786,10.847,27.3,13.07264,80.2687
borewell_2,2020,5,9,3.41,10.875,10.898,10.846,34.2,13.07264,80.2687
borewell_2,2020,5,10,6.02,10.901,10.875,10.846,25.8,13.07264,80.2687
borewell_2,2020,5,11,0.29,10.938,10.901,10.87,31.8,13.07264,80.2687
borewell_2,2020,5,12,1.84,10.891,10.938,10.87,36.0,13.07264,80.2687
borewell_2,2020,5,13,3.74,10.848,10.891,10.876,27.0,13.07264,80.2687
borewell_2,2020,5,14,4.81,10.965,10.848,10.902,28.3,13.07264,80.2687
borewell_2,2020,5,15,1.89,10.949,10.965,10.909,30.3,13.07264,80.2687
borewell_2,2020,5,16,1.13,11.028,10.949,10.931,28.5,13.07264,80.2687
borewell_2,2020,5,17,1.74,10.903,11.028,10.932,25.3,13.07264,80.2687
borewell_2,2020,5,18,1.68,10.928,10.903,10.93,30.2,13.07264,80.2687
borewell_2,2020,5,19,0.76,11.0,10.928,10.946,26.8,13.07264,80.2687
borewell_2,2020,5,20,0.62,10.937,11.0,10.959,31.4,13.07264,80.2687
borewell_2,2020,5,21,2.36,10.87,10.937,10.945,27.2,13.07264,80.2687
borewell_2,2020,5,22,5.52,10.911,10.87,10.939,34.6,13.07264,80.2687
borewell_2,2020,5,23,3.85,10.971,10.911,10.931,27.7,13.07264,80.2687
borewell_2,2020,5,24,0.42,10.966,10.971,10.94,29.0,13.07264,80.2687
borewell_2,2020,5,25,0.76,10.919,10.966,10.939,32.4,13.07264,80.2687
borewell_2,2020,5,26,0.26,11.011,10.919,10.941,26.3,13.07264,80.2687
borewell_2,2020,5,27,5.09,10.939,11.011,10.941,30.7,13.07264,80.2687
borewell_2,2020,5,28,2.85,10.835,10.939,10.936,33.9,13.07264,80.2687
borewell_2,2020,5,29,1.08,10.858,10.835,10.928,25.2,13.07264,80.2687
borewell_2,2020,5,30,4.57,11.018,10.858,10.935,30.6,13.07264,80.2687
borewell_2,2020,5,31,0.02,10.978,11.018,10.937,30.8,13.07264,80.2687
borewell_2,2020,6,1,5.45,10.935,10.978,10.939,32.3,13.07264,80.2687
borewell_2,2020,6,2,21.09,11.168,10.935,10.962,26.3,13.07264,80.2687
borewell_2,2020,6,3,27.5,11.523,11.168,11.045,26.0,13.07264,80.2687
borewell_2,2020,6,4,21.33,11.691,11.523,11.167,31.6,13.07264,80.2687
borewell_2,2020,6,5,32.62,11.978,11.691,11.327,30.9,13.07264,80.2687
borewell_2,2020,6,6,35.95,12.332,11.978,11.515,30.8,13.07264,80.2687
borewell_2,2020,6,7,13.28,12.425,12.332,11.722,31.0,13.07264,80.2687
borewell_2,2020,6,8,26.34,12.704,12.425,11.974,28.0,13.07264,80.2687
borewell_2,2020,6,9,14.08,12.763,12.704,12.202,30.7,13.07264,80.2687
borewell_2,2020,6,10,20.74,12.908,12.763,12.4,30.9,13.07264,80.2687
borewell_2,2020,6,11,13.78,13.097,12.908,12.601,27.9,13.07264,80.2687
borewell_2,2020,6,12,8.26,13.154,13.097,12.769,35.6,13.07264,80.2687
borewell_2,2020,6,13,33.5,13.446,13.154,12.928,31.4,13.07264,80.2687
borewell_2,2020,6,14,33.0,13.815,13.446,13.127,26.4,13.07264,80.2687
borewell_2,2020,6,15,6.26,13.858,13.815,13.292,32.0,13.07264,80.2687
borewell_2,2020,6,16,8.0,13.857,13.858,13.448,27.1,13.07264,80.2687
borewell_2,2020,6,17,6.49,13.952,13.857,13.597,32.4,13.07264,80.2687
borewell_2,2020,6,18,11.45,13.944,13.952,13.718,33.5,13.07264,80.2687
borewell_2,2020,6,19,44.54,14.345,13.944,13.888,27.5,13.07264,80.2687
borewell_2,2020,6,20,29.56,14.554,14.345,14.046,32.9,13.07264,80.2687
borewell_2,2020,6,21,8.49,14.659,14.554,14.167,31.2,13.07264,80.2687
borewell_2,2020,6,22,41.45,14.913,14.659,14.318,32.5,13.07264,80.2687
borewell_2,2020,6,23,21.65,15.184,14.913,14.507,35.7,13.07264,80.2687
borewell_2,2020,6,24,27.86,15.564,15.184,14.738,29.3,13.07264,80.2687
borewell_2,2020,6,25,21.89,15.722,15.564,14.992,27.7,13.07264,80.2687
borewell_2,2020,6,26,29.64,16.014,15.722,15.23,27.3,13.07264,80.2687
borewell_2,2020,6,27,33.51,16.297,16.014,15.479,27.6,13.07264,80.2687
borewell_2,2020,6,28,31.64,16.468,16.297,15.737,29.8,13.07264,80.2687
borewell_2,2020,6,29,10.55,16.509,16.468,15.965,31.0,13.07264,80.2687
borewell_2,2020,6,30,39.45,16.51,16.509,16.155,30.8,13.07264,80.2687
borewell_2,2020,7,1,31.86,16.514,16.51,16.291,32.5,13.07264,80.2687
borewell_2,2020,7,2,11.47,16.566,16.514,16.411,30.0,13.07264,80.2687
borewell_2,2020,7,3,26.08,16.592,16.566,16.494,34.4,13.07264,80.2687
borewell_2,2020,7,4,20.22,16.593,16.592,16.536,29.2,13.07264,80.2687
borewell_2,2020,7,5,12.51,16.48,16.593,16.538,36.0,13.07264,80.2687
borewell_2,2020,7,6,20.97,16.502,16.48,16.537,31.9,13.07264,80.2687
borewell_2,2020,7,7,20.45,16.449,16.502,16.528,27.4,13.07264,80.2687
borewell_2,2020,7,8,11.18,16.408,16.449,16.513,26.8,13.07264,80.2687
borewell_2,2020,7,9,29.03,16.438,16.408,16.494,31.4,13.07264,80.2687
borewell_2,2020,7,10,23.36,16.436,16.438,16.472,29.3,13.07264,80.2687
borewell_2,2020,7,11,14.72,16.442,16.436,16.451,32.1,13.07264,80.2687
borewell_2,2020,7,12,30.69,16.476,16.442,16.45,31.4,13.07264,80.2687
borewell_2,2020,7,13,32.6,16.383,16.476,16.433,29.8,13.07264,80.2687
borewell_2,2020,7,14,19.39,16.541,16.383,16.446,27.5,13.07264,80.2687
borewell_2,2020,7,15,22.84,16.493,16.541,16.458,25.5,13.07264,80.2687
borewell_2,2020,7,16,15.95,16.415,16.493,16.455,28.7,13.07264,80.2687
borewell_2,2020,7,17,22.78,16.427,16.415,16.454,32.6,13.07264,80.2687
borewell_2,2020,7,18,20.07,16.444,16.427,16.454,30.6,13.07264,80.2687
borewell_2,2020,7,19,40.84,16.409,16.444,16.445,26.3,13.07264,80.2687
borewell_2,2020,7,20,20.86,16.439,16.409,16.453,30.5,13.07264,80.2687
borewell_2,2020,7,21,39.05,16.475,16.439,16.443,31.2,13.07264,80.2687
borewell_2,2020,7,22,37.47,16.466,16.475,16.439,27.3,13.07264,80.2687
borewell_2,2020,7,23,15.07,16.514,16.466,16.454,30.5,13.07264,80.2687
borewell_2,2020,7,24,30.48,16.361,16.514,16.444,30.2,13.07264,80.2687
borewell_2,2020,7,25,39.8,16.423,16.361,16.441,26.6,13.07264,80.2687
borewell_2,2020,7,26,15.41,16.489,16.423,16.452,31.1,13.07264,80.2687
borewell_2,2020,7,27,22.18,16.378,16.489,16.444,31.7,13.07264,80.2687
borewell_2,2020,7,28,28.03,16.371,16.378,16.429,33.2,13.07264,80.2687
borewell_2,2020,7,29,24.18,16.407,16.371,16.42,33.2,13.07264,80.2687
borewell_2,2020,7,30,35.91,16.349,16.407,16.397,25.9,13.07264,80.2687
borewell_2,2020,7,31,45.56,16.324,16.349,16.392,27.2,13.07264,80.2687
borewell_2,2020,8,1,7.16,16.399,16.324,16.388,31.5,13.07264,80.2687
borewell_2,2020,8,2,15.24,16.265,16.399,16.356,31.5,13.07264,80.2687
borewell_2,2020,8,3,25.69,16.284,16.265,16.343,31.5,13.07264,80.2687
borewell_2,2020,8,4,27.2,16.282,16.284,16.33,36.0,13.07264,80.2687
borewell_2,2020,8,5,20.85,16.33,16.282,16.319,31.7,13.07264,80.2687
borewell_2,2020,8,6,36.75,16.342,16.33,16.318,33.4,13.07264,80.2687
borewell_2,2020,8,7,10.98,16.28,16.342,16.312,32.9,13.07264,80.2687
borewell_2,2020,8,8,12.92,16.414,16.28,16.314,32.0,13.07264,80.2687
borewell_2,2020,8,9,14.24,16.35,16.414,16.326,29.1,13.07264,80.2687
borewell_2,2020,8,10,31.01,16.359,16.35,16.337,32.3,13.07264,80.2687
borewell_2,2020,8,11,7.89,16.328,16.359,16.343,27.7,13.07264,80.2687
borewell_2,2020,8,12,21.55,16.295,16.328,16.339,29.3,13.07264,80.2687
borewell_2,2020,8,13,21.97,16.309,16.295,16.334,28.5,13.07264,80.2687
borewell_2,2020,8,14,14.25,16.297,16.309,16.336,30.2,13.07264,80.2687
borewell_2,2020,8,15,34.59,16.375,16.297,16.331,36.0,13.07264,80.2687
borewell_2,2020,8,16,23.5,16.262,16.375,16.318,24.4,13.07264,80.2687
borewell_2,2020,8,17,21.71,16.266,16.262,16.305,32.1,13.07264,80.2687
borewell_2,2020,8,18,18.02,16.28,16.266,16.298,25.2,13.07264,80.2687
borewell_2,2020,8,19,44.31,16.27,16.28,16.294,28.6,13.07264,80.2687
borewell_2,2020,8,20,31.61,16.197,16.27,16.278,33.3,13.07264,80.2687
borewell_2,2020,8,21,25.62,16.208,16.197,16.266,30.2,13.07264,80.2687
borewell_2,2020,8,22,7.95,16.264,16.208,16.25,26.8,13.07264,80.2687
borewell_2,2020,8,23,7.15,16.317,16.264,16.258,27.9,13.07264,80.2687
borewell_2,2020,8,24,31.83,16.229,16.317,16.252,32.0,13.07264,80.2687
borewell_2,2020,8,25,25.51,16.194,16.229,16.24,27.8,13.07264,80.2687
borewell_2,2020,8,26,11.34,16.257,16.194,16.238,30.6,13.07264,80.2687
borewell_2,2020,8,27,9.91,16.252,16.257,16.246,30.1,13.07264,80.2687
borewell_2,2020,8,28,31.73,16.185,16.252,16.243,28.0,13.07264,80.2687
borewell_2,2020,8,29,14.31,16.203,16.185,16.234,36.0,13.07264,80.2687
borewell_2,2020,8,30,42.19,16.296,16.203,16.231,31.9,13.07264,80.2687
borewell_2,2020,8,31,18.11,16.159,16.296,16.221,24.0,13.07264,80.2687
borewell_2,2020,9,1,18.0,16.271,16.159,16.232,30.6,13.07264,80.2687
borewell_2,2020,9,2,33.24,16.347,16.271,16.245,28.0,13.07264,80.2687
borewell_2,2020,9,3,29.61,16.216,16.347,16.24,32.6,13.07264,80.2687
borewell_2,2020,9,4,23.88,16.223,16.216,16.245,27.6,13.07264,80.2687
borewell_2,2020,9,5,12.27,16.183,16.223,16.242,29.7,13.07264,80.2687
borewell_2,2020,9,6,22.51,16.27,16.183,16.238,31.5,13.07264,80.2687
borewell_2,2020,9,7,37.47,16.189,16.27,16.243,32.6,13.07264,80.2687
borewell_2,2020,9,8,23.3,16.186,16.189,16.231,26.4,13.07264,80.2687
borewell_2,2020,9,9,6.91,16.154,16.186,16.203,29.0,13.07264,80.2687
borewell_2,2020,9,10,11.55,16.194,16.154,16.2,28.6,13.07264,80.2687
borewell_2,2020,9,11,20.49,16.106,16.194,16.183,28.0,13.07264,80.2687
borewell_2,2020,9,12,5.16,16.137,16.106,16.176,35.3,13.07264,80.2687
borewell_2,2020,9,13,19.6,16.166,16.137,16.162,31.2,13.07264,80.2687
borewell_2,2020,9,14,45.85,16.169,16.166,16.159,26.2,13.07264,80.2687
borewell_2,2020,9,15,32.59,16.187,16.169,16.159,32.8,13.07264,80.2687
borewell_2,2020,9,16,14.58,16.166,16.187,16.161,36.0,13.07264,80.2687
borewell_2,2020,9,17,28.64,16.162,16.166,16.156,33.1,13.07264,80.2687
borewell_2,2020,9,18,6.64,16.118,16.162,16.158,25.4,13.07264,80.2687
borewell_2,2020,9,19,47.42,16.143,16.118,16.159,28.5,13.07264,80.2687
borewell_2,2020,9,20,29.99,16.142,16.143,16.155,33.8,13.07264,80.2687
borewell_2,2020,9,21,44.77,16.103,16.142,16.146,27.9,13.07264,80.2687
borewell_2,2020,9,22,20.56,16.18,16.103,16.145,31.3,13.07264,80.2687
borewell_2,2020,9,23,14.51,16.118,16.18,16.138,32.3,13.07264,80.2687
borewell_2,2020,9,24,10.57,16.163,16.118,16.138,27.2,13.07264,80.2687
borewell_2,2020,9,25,20.15,16.061,16.163,16.13,29.8,13.07264,80.2687
borewell_2,2020,9,26,15.24,16.012,16.061,16.111,24.0,13.07264,80.2687
borewell_2,2020,9,27,35.81,16.055,16.012,16.099,26.9,13.07264,80.2687
borewell_2,2020,9,28,33.48,16.144,16.055,16.105,29.2,13.07264,80.2687
borewell_2,2020,9,29,9.25,16.039,16.144,16.085,26.3,13.07264,80.2687
